tip	date	distance	residual
KT983617_-_2015	2015.0	0.09778097534962857	-5.050886918665232E-4
D89815_-_1998	1998.0	0.08125548994962857	0.0025017263478908786
EU155331_US_1990	1990.0	0.06104279525037143	-0.008519297556186023
KC439504_US_1997	1997.0	0.06728003935037143	-0.010324765401968458
KC439520_US_2009	2009.0	0.0762873651503714	-0.015104945794738617
KC439527_US_1995	1995.0	0.0830754235503714	0.007768536496826239
KU871307_AU_2013	2013.0	0.0952129903503714	-7.751559923285245E-4
KT735182_FR_2013	2013.0	0.0945566913503714	-0.0014314549923285236
EU234062_US_1992	1992.0	0.0818808997503714	0.010020889245018774
EU155263_US_2005	2005.0	0.08738657485037139	5.900993028512685E-4
KC439510_US_1997	1997.0	0.06606641665037143	-0.011538388101968458
KC439490_US_2005	2005.0	0.0786112731503714	-0.00818520239714872
KC439503_US_1997	1997.0	0.0748760996503714	-0.002728705101968487
KJ437295_AU_2011	2011.0	0.1004146093503714	0.006724380706466207
KC439512_US_1998	1998.0	0.0769180282503714	-0.0018357353513662883
EU482885_US_2006	2006.0	0.0753406314503714	-0.01260480294654609
KC439495_US_2006	2006.0	0.09685429465037139	0.008908860253453901
FJ024277_US_2007	2007.0	0.0795245706503714	-0.009569822595943897
KX766992_US_2011	2011.0	0.0840370206503714	-0.009653207993533794
EU155262_US_2001	2001.0	0.0873224541503714	0.005121814000441177
KC439488_US_2002	2002.0	0.08789018825037141	0.004540589251043822
EU155376_CH_2006	2006.0	0.09900827395037141	0.011062839553453926
EU155325_US_1991	1991.0	0.0812461672503714	0.010535115594416139
KU871309_AU_2011	2011.0	0.10615288155037142	0.012462652906466226
KC439514_US_1999	1999.0	0.08122496285037141	0.0013222403992363546
KC439513_US_1998	1998.0	0.0797832170503714	0.0010294534486337131
EU155364_CH_2006	2006.0	0.09471661475037141	0.0067711803534539206
EU155256_US_2006	2006.0	0.08582549865037141	-0.0021199357465460783
KT735180_FR_2013	2013.0	0.12069573625037142	0.024707589907671496
EU155335_US_1992	1992.0	0.07773166665037141	0.0058716561450187915
KC439522_US_2009	2009.0	0.07940377655037141	-0.011988534394738612
EU256083_CH_2005	2005.0	0.07573853235037142	-0.0110579431971487
D10750_-_1991	1991.0	0.06720996694962858	-0.0035010847063266792
KC844052_CN_2002	2002.0	0.08485404604962858	0.0015044470503009916
