tip	date	distance	residual
KT880191_horse_Equusasinus_France_1979	1979.5	0.17371173979084875	-7.228898460733268E-4
KT880192_horse_Equusasinus_France_1979	1979.5	0.17504427659084876	6.096469539266791E-4
KT880193_horse_Equusasinus_France_1979	1979.5	0.17527747789084874	8.428482539266646E-4
JQ434005_horse_Equusferus_USA_2011	2011.5	0.17830914789084873	0.0032621829894585452
JQ434002_horse_Equusferus_USA_2011	2011.5	0.17480205069084875	-2.4491421054143037E-4
KF177391_horse_Equusferus_Hungary_2013-04	2013.2882420091325	0.17772825769084874	0.0026470739255962106
KJ472766_horse_Equusferus_USA_2013	2013.5	0.18194949919084874	0.006864263335429305
KX056117_horse_Equusferus_SouthKorea_2015	2015.5	0.18365686069084874	0.008533353881400058
JQ434008_horse_Equusferus_UK_2011	2011.5	0.17759283989084873	0.0025458749894585464
KX421286_horse_Equusasinus_Bulgaria_2015	2015.5	0.19029855899084874	0.015175052181400056
KX421287_horse_Equusasinus_Bulgaria_2015	2015.5	0.18953564349084875	0.014412136681400067
JQ434006_horse_Equusferus_USA_2011	2011.5	0.17290678700915127	-0.0021401778922389147
JQ434003_horse_Equusferus_USA_2011	2011.5	0.18455669360915125	0.009509728707761067
KX056116_horse_Equusferus_SouthKorea_2015	2015.5	0.18341962200915127	0.00829611519970258
JQ434001_horse_Equusferus_USA_2011	2011.5	0.18315399060915125	0.008107025707761062
KP325401_horse_Equusferus_USA_2011	2011.5	0.18322825180915125	0.00818128690776107
JQ434004_horse_Equusferus_USA_2011	2011.5	0.16555785390915126	-0.009489110992238925
AB863589_horse_Equusferus_Japan_2013	2013.5	0.16423939130915124	-0.01084584454626819
JQ434007_horse_Equusferus_USA_2011	2011.5	0.16342794180915124	-0.011619023092238945
JX948116_horse_Equusferus_UK_2011-12-01	2011.9150684931508	0.15094692699084875	-0.024107980444151605
MF152652_horse_Equusferus_China_2016	2016.5	0.16352861199084873	-0.011614030295614586
MF152651_horse_Equusferus_China_2016	2016.5	0.15694002389084874	-0.018202618395614573
