tip	date	distance	residual
EU155287_US_2001	2001.0	0.07136903274155622	-0.0038830750654107876
FJ390394_US_2008	2008.0	0.07560819184155622	-0.004978892708647251
JX463640_US_2007	2007.0	0.08250633834155623	0.0026813933261006645
KU871300_AU_2010	2010.0	0.07389629494155622	-0.008215068678143506
EU256018_US_2002	2002.0	0.07194176934155622	-0.004072478000158919
FJ390395_US_2008	2008.0	0.07343112164155623	-0.007155962908647243
KU871301_NL_2014	2014.0	0.07969459144155622	-0.005465330317135808
EU482846_US_2000	2000.0	0.09090641904155622	0.016416450769337343
EU482861_US_2006	2006.0	0.07447695084155621	-0.004585854639151218
KC844049_CN_2009	2009.0	0.09313656174155623	0.011787337656604627
KU871303_AU_2012	2012.0	0.09026454784155621	0.006628905152360226
KU871302_AU_2011	2011.0	0.09568652314155622	0.012813019987108362
KT735186_FR_2014	2014.0	0.07728602844155623	-0.007873893317135797
EU482867_US_2006	2006.0	0.056923706458443774	-0.02213909902226366
KM043277_US_1998	1998.0	0.08227137955844378	0.009305690355720944
EU781767_US_1999	1999.0	0.07197678655844378	-0.0017510421790269681
EU155282_US_2006	2006.0	0.07250935345844378	-0.0065534520222636505
KM043278_US_2009	2009.0	0.08847239085844376	0.007123166773492159
EU155346_CH_2005	2005.0	0.08315363955844378	0.004852973612484476
EU255959_CH_2003	2003.0	0.07896417805844377	0.0021877911819805085
KT735179_FR_2013	2013.0	0.08676359955844377	0.0023658173344998784
KJ437300_AU_2008	2008.0	0.09288347945844377	0.012296394908240305
KU871306_AU_2012	2012.0	0.08674537905844378	0.003109736369247787
EU255999_US_2002	2002.0	0.08409872475844377	0.00808447741672863
EU781752_US_2003	2003.0	0.08116679775844376	0.0043904108819805
EU255966_US_1997	1997.0	0.06815380755844377	-0.004049742109530935
EU155240_US_2004	2004.0	0.07503062645844377	-0.0025078999527674006
JX463556_US_2001	2001.0	0.05853688425844378	-0.016715223548523228
EU781785_US_1999	1999.0	0.07049939874155622	-0.0032284299959145224
FJ024276_US_2007	2007.0	0.08057692074155623	7.519757261006677E-4
EU155215_US_2004	2004.0	0.08870662914155622	0.011168102730345048
EU781797_US_2000	2000.0	0.07760881524155622	0.003118846969337341
JX463550_US_2004	2004.0	0.07146819634155623	-0.006070330069654947
EU256051_US_2005	2005.0	0.06956913754155622	-0.008731528404403083
JQ914273_DE_2011	2011.0	0.08176831494155623	-0.001105188212891628
