tip	date	distance	residual
KP641126_cattle_Bostaurus_Germany_2014-04	2014.2882420091325	0.3056154906022643	0.02087185643332995
KP641124_cattle_Bostaurus_Germany_2014-03	2014.203310502283	0.2958920571022643	0.011140116379774412
KP641127_cattle_Bostaurus_Germany_2014-04	2014.2882420091325	0.2971500190022643	0.012406384833329953
KP641123_cattle_Bostaurus_Germany_2013-08	2013.622488584475	0.3059789531022643	0.021170206271588388
KP641125_cattle_Bostaurus_Germany_2014-04	2014.2882420091325	0.30555496450226427	0.020811330333329936
MG257793_cattle_Bostaurus_China_2017	2017.5	0.28083819669773574	-0.003591318003074717
MG257794_cattle_Bostaurus_China_2017	2017.5	0.27917687569773575	-0.0052526390030747105
KP265946_cattle_Bostaurus_Ghana_2011	2011.5	0.2832860989977357	-0.0017302335187702744
KP265947_cattle_Bostaurus_Ghana_2011	2011.5	0.27102601999773573	-0.013990312518770254
KP265950_cattle_Bostaurus_Ghana_2011	2011.5	0.27739108229773574	-0.007625250218770252
KP265943_cattle_Bostaurus_Ghana_2011	2011.5	0.2952231876977357	0.010206855181229713
KP265948_cattle_Bostaurus_Ghana_2011	2011.5	0.3069992305977357	0.021982898081229718
MG781019_cattle_Bostaurus_Brazil_2013	2013.5	0.23934430620226427	-0.04547642037567651
MG781018_cattle_Bostaurus_Brazil_2013	2013.5	0.24389725270226426	-0.04092347387567652
